id,source,url,filepath,link-to-filepath,sector
7287,crux,https://it.rutgers.edu/scarletapps/acceptable-use-policy/,7287-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/7287-current.txt
7289,crux,https://www.vodafone.co.uk/terms-and-conditions/consumer/mobile/pay-as-you-go/acceptable-use-policy/,7289-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/7289-current.txt
7346,crux,https://location.foursquare.com/legal/terms/aup/,7346-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/7346-current.txt
7705,crux,https://www.matalan.co.uk/corporate/acceptable-use-policy.list,7705-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/7705-current.txt
8546,crux,https://accessories.three.co.uk/pages/acceptable-use-policy,8546-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/8546-current.txt
8628,crux,https://pandora.tghn.org/acceptable-use-policy/,8628-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/8628-current.txt
8643,crux,https://www.smartsheet.com/legal/acceptable-use-policy,8643-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/8643-current.txt
9139,crux,https://www.squarespace.com/acceptable-use-policy,9139-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/9139-current.txt
9864,crux,https://www.topcashback.co.uk/acceptable-use-policy/,9864-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/9864-current.txt
9999,crux,https://www.nine.ch/en/acceptable-use-policy,9999-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/9999-current.txt
004,googlesearch,https://slack.com/acceptable-use-policy,004-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/004-current.txt
013,googlesearch,https://www.wilbursmithbooks.com/acceptable-use-policy,013-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/013-current.txt
017,googlesearch,https://www.netlify.com/legal/acceptable-use-policy/,017-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/017-current.txt
022,googlesearch,https://www.lcn.com/info/aup,022-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/022-current.txt
026,googlesearch,https://posit.co/about/acceptable-use-policy/,026-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/026-current.txt
045,googlesearch,https://www.name.com/policies/acceptable-use-policy,045-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/045-current.txt
050,googlesearch,https://working-technology.com/acceptable-use-policy/,050-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/050-current.txt
057,googlesearch,https://pagely.com/legal/acceptable-use-policy/,057-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/057-current.txt
060,googlesearch,https://trustarc.com/acceptable-use-policy/,060-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/060-current.txt
064,googlesearch,https://www.socketlabs.com/legal/aup/,064-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/064-current.txt
077,googlesearch,https://www.fenixmonitoring.com/website-acceptable-use-policy/,077-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/077-current.txt
